case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path
Case4,6x8_056,67.0,-19.0,7464.384582603821,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_056,data/New_Data/csv_6x8_Case4/force_disp_Test_056.csv
Case4,6x8_057,2.0,74.0,6406.265356381364,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_057,data/New_Data/csv_6x8_Case4/force_disp_Test_057.csv
Case4,6x8_058,82.0,19.0,6870.007684597509,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_058,data/New_Data/csv_6x8_Case4/force_disp_Test_058.csv
Case4,6x8_059,14.0,3.0,4709.967384803875,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_059,data/New_Data/csv_6x8_Case4/force_disp_Test_059.csv
Case4,6x8_060,44.0,-84.0,8477.213186269419,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_060,data/New_Data/csv_6x8_Case4/force_disp_Test_060.csv
Case4,6x8_061,0.0,-52.0,6987.518535161345,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_061,data/New_Data/csv_6x8_Case4/force_disp_Test_061.csv
Case4,6x8_062,33.0,26.0,7827.58928641721,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_062,data/New_Data/csv_6x8_Case4/force_disp_Test_062.csv
Case4,6x8_063,-75.0,38.0,8508.498726557214,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_063,data/New_Data/csv_6x8_Case4/force_disp_Test_063.csv
Case4,6x8_064,-20.0,55.0,7897.68401295813,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_064,data/New_Data/csv_6x8_Case4/force_disp_Test_064.csv
Case4,6x8_065,72.0,31.0,8148.871497925377,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_065,data/New_Data/csv_6x8_Case4/force_disp_Test_065.csv
Case4,6x8_066,75.0,72.0,5336.3009277028705,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_066,data/New_Data/csv_6x8_Case4/force_disp_Test_066.csv
Case4,6x8_067,-83.0,68.0,5018.832270502839,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_067,data/New_Data/csv_6x8_Case4/force_disp_Test_067.csv
Case4,6x8_068,-26.0,-1.0,5685.7966610439935,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_068,data/New_Data/csv_6x8_Case4/force_disp_Test_068.csv
Case4,6x8_069,-36.0,57.0,9269.875387253875,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_069,data/New_Data/csv_6x8_Case4/force_disp_Test_069.csv
Case4,6x8_070,-89.0,-51.0,8186.885156503056,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_070,data/New_Data/csv_6x8_Case4/force_disp_Test_070.csv
Case4,6x8_071,-45.0,-29.0,8522.70335144116,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_071,data/New_Data/csv_6x8_Case4/force_disp_Test_071.csv
Case4,6x8_072,-29.0,13.0,6416.567888444309,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_072,data/New_Data/csv_6x8_Case4/force_disp_Test_072.csv
Case4,6x8_073,-22.0,46.0,7986.551751007632,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_073,data/New_Data/csv_6x8_Case4/force_disp_Test_073.csv
Case4,6x8_074,-1.0,-8.0,4454.939969781293,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_074,data/New_Data/csv_6x8_Case4/force_disp_Test_074.csv
Case4,6x8_075,-22.0,82.0,7143.206077416182,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_075,data/New_Data/csv_6x8_Case4/force_disp_Test_075.csv
Case4,6x8_076,50.0,5.0,6882.240635812853,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_076,data/New_Data/csv_6x8_Case4/force_disp_Test_076.csv
Case4,6x8_077,-64.0,20.0,7737.312632660686,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_077,data/New_Data/csv_6x8_Case4/force_disp_Test_077.csv
Case4,6x8_078,29.0,-79.0,7803.462007931789,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_078,data/New_Data/csv_6x8_Case4/force_disp_Test_078.csv
Case4,6x8_079,-67.0,39.0,8982.995305747301,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_079,data/New_Data/csv_6x8_Case4/force_disp_Test_079.csv
Case4,6x8_080,-53.0,-64.0,10024.140841406297,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_080,data/New_Data/csv_6x8_Case4/force_disp_Test_080.csv
Case4,6x8_081,-38.0,-72.0,8627.018592297212,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_081,data/New_Data/csv_6x8_Case4/force_disp_Test_081.csv
Case4,6x8_082,85.0,48.0,8544.433939422363,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_082,data/New_Data/csv_6x8_Case4/force_disp_Test_082.csv
Case4,6x8_083,-12.0,85.0,6471.801341815617,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_083,data/New_Data/csv_6x8_Case4/force_disp_Test_083.csv
Case4,6x8_084,77.0,-48.0,8872.342836870366,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_084,data/New_Data/csv_6x8_Case4/force_disp_Test_084.csv
Case4,6x8_085,45.0,75.0,8820.118349899549,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_085,data/New_Data/csv_6x8_Case4/force_disp_Test_085.csv
Case4,6x8_086,-41.0,-54.0,9785.106877733755,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_086,data/New_Data/csv_6x8_Case4/force_disp_Test_086.csv
Case4,6x8_087,-38.0,89.0,8152.117779680076,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_087,data/New_Data/csv_6x8_Case4/force_disp_Test_087.csv
Case4,6x8_088,23.0,33.0,7461.225603669868,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_088,data/New_Data/csv_6x8_Case4/force_disp_Test_088.csv
Case4,6x8_089,18.0,-35.0,7095.691677222553,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_089,data/New_Data/csv_6x8_Case4/force_disp_Test_089.csv
Case4,6x8_090,-65.0,24.0,7976.981791930181,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_090,data/New_Data/csv_6x8_Case4/force_disp_Test_090.csv
Case4,6x8_091,11.0,36.0,6625.152210227835,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_091,data/New_Data/csv_6x8_Case4/force_disp_Test_091.csv
Case4,6x8_092,-38.0,-40.0,9702.760328515584,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_092,data/New_Data/csv_6x8_Case4/force_disp_Test_092.csv
Case4,6x8_093,-70.0,-78.0,5125.362950803406,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_093,data/New_Data/csv_6x8_Case4/force_disp_Test_093.csv
Case4,6x8_094,73.0,-55.0,8508.594598327965,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_094,data/New_Data/csv_6x8_Case4/force_disp_Test_094.csv
Case4,6x8_095,68.0,-30.0,8337.406838288463,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_095,data/New_Data/csv_6x8_Case4/force_disp_Test_095.csv
Case4,6x8_096,84.0,-52.0,8107.180297654419,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_096,data/New_Data/csv_6x8_Case4/force_disp_Test_096.csv
Case4,6x8_097,-46.0,-23.0,7984.983347223492,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_097,data/New_Data/csv_6x8_Case4/force_disp_Test_097.csv
Case4,6x8_098,-1.0,36.0,6233.452447751497,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_098,data/New_Data/csv_6x8_Case4/force_disp_Test_098.csv
Case4,6x8_099,90.0,40.0,8219.557921999232,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_099,data/New_Data/csv_6x8_Case4/force_disp_Test_099.csv
Case4,6x8_100,69.0,62.0,7030.441717237739,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_100,data/New_Data/csv_6x8_Case4/force_disp_Test_100.csv
Case4,6x8_101,48.0,15.0,7301.068736934463,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_101,data/New_Data/csv_6x8_Case4/force_disp_Test_101.csv
Case4,6x8_102,76.0,-24.0,7559.699790121312,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_102,data/New_Data/csv_6x8_Case4/force_disp_Test_102.csv
Case4,6x8_103,66.0,14.0,7188.988053844833,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_103,data/New_Data/csv_6x8_Case4/force_disp_Test_103.csv
Case4,6x8_104,83.0,3.0,6097.975702163886,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_104,data/New_Data/csv_6x8_Case4/force_disp_Test_104.csv
Case4,6x8_105,89.0,-77.0,3788.9218588223316,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_105,data/New_Data/csv_6x8_Case4/force_disp_Test_105.csv
Case4,6x8_106,-12.0,43.0,7095.8887279968985,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_106,data/New_Data/csv_6x8_Case4/force_disp_Test_106.csv
Case4,6x8_107,69.0,8.0,6732.279195085798,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_107,data/New_Data/csv_6x8_Case4/force_disp_Test_107.csv
Case4,6x8_108,46.0,-72.0,9086.16488647708,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_108,data/New_Data/csv_6x8_Case4/force_disp_Test_108.csv
Case4,6x8_109,-69.0,17.0,7278.778854284408,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_109,data/New_Data/csv_6x8_Case4/force_disp_Test_109.csv
Case4,6x8_110,-51.0,1.0,6852.670701511454,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_110,data/New_Data/csv_6x8_Case4/force_disp_Test_110.csv
Case4,6x8_111,7.0,87.0,6102.399929010011,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_111,data/New_Data/csv_6x8_Case4/force_disp_Test_111.csv
Case4,6x8_112,21.0,-8.0,5365.207130041489,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_112,data/New_Data/csv_6x8_Case4/force_disp_Test_112.csv
Case4,6x8_113,35.0,-2.0,6319.804566328414,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_113,data/New_Data/csv_6x8_Case4/force_disp_Test_113.csv
Case4,6x8_114,-35.0,-78.0,8154.096991937224,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_114,data/New_Data/csv_6x8_Case4/force_disp_Test_114.csv
Case4,6x8_115,22.0,74.0,7451.756926284188,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_115,data/New_Data/csv_6x8_Case4/force_disp_Test_115.csv
Case4,6x8_116,12.0,-85.0,6463.706076030276,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_116,data/New_Data/csv_6x8_Case4/force_disp_Test_116.csv
Case4,6x8_117,-87.0,33.0,7845.6568553549905,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_117,data/New_Data/csv_6x8_Case4/force_disp_Test_117.csv
Case4,6x8_118,54.0,-88.0,7396.543953430085,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_118,data/New_Data/csv_6x8_Case4/force_disp_Test_118.csv
Case4,6x8_119,31.0,-10.0,6212.083369363901,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_119,data/New_Data/csv_6x8_Case4/force_disp_Test_119.csv
Case4,6x8_120,-58.0,-26.0,8291.989442905944,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_120,data/New_Data/csv_6x8_Case4/force_disp_Test_120.csv
Case4,6x8_121,-50.0,14.0,7349.083490589079,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_121,data/New_Data/csv_6x8_Case4/force_disp_Test_121.csv
Case4,6x8_122,20.0,-73.0,7388.882997730079,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_122,data/New_Data/csv_6x8_Case4/force_disp_Test_122.csv
Case4,6x8_123,76.0,4.0,6353.228650931616,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_123,data/New_Data/csv_6x8_Case4/force_disp_Test_123.csv
Case4,6x8_124,42.0,-66.0,9239.133954507131,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_124,data/New_Data/csv_6x8_Case4/force_disp_Test_124.csv
Case4,6x8_125,-3.0,72.0,6528.593395970822,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_125,data/New_Data/csv_6x8_Case4/force_disp_Test_125.csv
Case4,6x8_126,-8.0,18.0,5230.918348215608,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_126,data/New_Data/csv_6x8_Case4/force_disp_Test_126.csv
Case4,6x8_127,-66.0,77.0,5823.231516011065,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_127,data/New_Data/csv_6x8_Case4/force_disp_Test_127.csv
Case4,6x8_128,59.0,-70.0,7537.689137484869,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_128,data/New_Data/csv_6x8_Case4/force_disp_Test_128.csv
Case4,6x8_129,24.0,11.0,5785.386087532803,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_129,data/New_Data/csv_6x8_Case4/force_disp_Test_129.csv
Case4,6x8_130,-59.0,12.0,7269.536334397416,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_130,data/New_Data/csv_6x8_Case4/force_disp_Test_130.csv
Case4,6x8_131,41.0,53.0,9829.567362078002,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_131,data/New_Data/csv_6x8_Case4/force_disp_Test_131.csv
Case4,6x8_132,38.0,35.0,9210.012389276973,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_132,data/New_Data/csv_6x8_Case4/force_disp_Test_132.csv
Case4,6x8_133,-21.0,37.0,7463.232752412636,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_133,data/New_Data/csv_6x8_Case4/force_disp_Test_133.csv
Case4,6x8_134,-56.0,37.0,9356.261202620251,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_134,data/New_Data/csv_6x8_Case4/force_disp_Test_134.csv
Case4,6x8_135,39.0,-76.0,8532.372438883216,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_135,data/New_Data/csv_6x8_Case4/force_disp_Test_135.csv
Case4,6x8_136,8.0,-68.0,6876.527845280246,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_136,data/New_Data/csv_6x8_Case4/force_disp_Test_136.csv
Case4,6x8_137,68.0,53.0,9689.06781898347,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_137,data/New_Data/csv_6x8_Case4/force_disp_Test_137.csv
Case4,6x8_138,-28.0,-75.0,7787.798763569689,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_138,data/New_Data/csv_6x8_Case4/force_disp_Test_138.csv
Case4,6x8_139,-52.0,-36.0,9305.793114337961,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_139,data/New_Data/csv_6x8_Case4/force_disp_Test_139.csv
Case4,6x8_140,1.0,-3.0,11665.921143637339,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_140,data/New_Data/csv_6x8_Case4/force_disp_Test_140.csv
Case4,6x8_141,79.0,49.0,8774.357101799495,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_141,data/New_Data/csv_6x8_Case4/force_disp_Test_141.csv
Case4,6x8_142,56.0,10.0,7098.562548082026,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_142,data/New_Data/csv_6x8_Case4/force_disp_Test_142.csv
Case4,6x8_143,39.0,-35.0,9348.751601905826,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_143,data/New_Data/csv_6x8_Case4/force_disp_Test_143.csv
Case4,6x8_144,-86.0,-39.0,8188.0332908818,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_144,data/New_Data/csv_6x8_Case4/force_disp_Test_144.csv
Case4,6x8_145,29.0,32.0,8133.6579178682105,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_145,data/New_Data/csv_6x8_Case4/force_disp_Test_145.csv
Case4,6x8_146,-41.0,-28.0,8355.232193454245,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_146,data/New_Data/csv_6x8_Case4/force_disp_Test_146.csv
Case4,6x8_147,47.0,23.0,7994.233175780046,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_147,data/New_Data/csv_6x8_Case4/force_disp_Test_147.csv
Case4,6x8_148,46.0,-62.0,9783.622353743329,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_148,data/New_Data/csv_6x8_Case4/force_disp_Test_148.csv
Case4,6x8_149,24.0,-59.0,8161.766026699633,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_149,data/New_Data/csv_6x8_Case4/force_disp_Test_149.csv
Case4,6x8_150,15.0,-47.0,7448.043010883276,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_150,data/New_Data/csv_6x8_Case4/force_disp_Test_150.csv
Case4,6x8_151,-66.0,-82.0,5337.450907776226,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_151,data/New_Data/csv_6x8_Case4/force_disp_Test_151.csv
Case4,6x8_152,-23.0,-66.0,7805.297601571619,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_152,data/New_Data/csv_6x8_Case4/force_disp_Test_152.csv
Case4,6x8_153,50.0,-62.0,10093.466280529354,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_153,data/New_Data/csv_6x8_Case4/force_disp_Test_153.csv
Case4,6x8_154,-65.0,-65.0,7049.5342982797365,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_154,data/New_Data/csv_6x8_Case4/force_disp_Test_154.csv
Case4,6x8_155,11.0,-32.0,6458.419722424503,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_155,data/New_Data/csv_6x8_Case4/force_disp_Test_155.csv
Case4,6x8_156,70.0,-86.0,4611.594982181081,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_156,data/New_Data/csv_6x8_Case4/force_disp_Test_156.csv
Case4,6x8_157,78.0,-26.0,7610.389501731962,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_157,data/New_Data/csv_6x8_Case4/force_disp_Test_157.csv
Case4,6x8_158,17.0,-43.0,7455.810587404853,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_158,data/New_Data/csv_6x8_Case4/force_disp_Test_158.csv
Case4,6x8_159,-9.0,-4.0,4267.542858404089,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_159,data/New_Data/csv_6x8_Case4/force_disp_Test_159.csv
Case4,6x8_160,47.0,-13.0,7323.433927324804,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_160,data/New_Data/csv_6x8_Case4/force_disp_Test_160.csv
Case4,6x8_161,-43.0,-45.0,10437.139162342337,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_161,data/New_Data/csv_6x8_Case4/force_disp_Test_161.csv
Case4,6x8_162,-71.0,-11.0,6772.271893460154,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_162,data/New_Data/csv_6x8_Case4/force_disp_Test_162.csv
Case4,6x8_163,-84.0,28.0,7571.172369407428,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_163,data/New_Data/csv_6x8_Case4/force_disp_Test_163.csv
Case4,6x8_164,-16.0,-5.0,5038.163977626102,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_164,data/New_Data/csv_6x8_Case4/force_disp_Test_164.csv
Case4,6x8_165,-5.0,10.0,4616.582490604712,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_165,data/New_Data/csv_6x8_Case4/force_disp_Test_165.csv
Case4,6x8_166,-61.0,-3.0,6840.473835881717,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_166,data/New_Data/csv_6x8_Case4/force_disp_Test_166.csv
Case4,6x8_167,-4.0,-6.0,4488.450351485556,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_167,data/New_Data/csv_6x8_Case4/force_disp_Test_167.csv
Case4,6x8_168,-5.0,-1.0,11591.474641550583,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_168,data/New_Data/csv_6x8_Case4/force_disp_Test_168.csv
Case4,6x8_169,58.0,-70.0,7739.8607075403825,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_169,data/New_Data/csv_6x8_Case4/force_disp_Test_169.csv
Case4,6x8_170,-35.0,-50.0,9210.473663926265,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_170,data/New_Data/csv_6x8_Case4/force_disp_Test_170.csv
Case4,6x8_171,-6.0,-18.0,5081.54076738477,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_171,data/New_Data/csv_6x8_Case4/force_disp_Test_171.csv
Case4,6x8_172,-68.0,5.0,6756.282934545184,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_172,data/New_Data/csv_6x8_Case4/force_disp_Test_172.csv
Case4,6x8_173,82.0,-55.0,7446.86356777576,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_173,data/New_Data/csv_6x8_Case4/force_disp_Test_173.csv
Case4,6x8_174,-76.0,51.0,9017.341679504323,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_174,data/New_Data/csv_6x8_Case4/force_disp_Test_174.csv
Case4,6x8_175,-73.0,85.0,4298.531024147931,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_175,data/New_Data/csv_6x8_Case4/force_disp_Test_175.csv
Case4,6x8_176,-36.0,30.0,8548.73040465072,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_176,data/New_Data/csv_6x8_Case4/force_disp_Test_176.csv
Case4,6x8_177,25.0,-81.0,7427.862084587249,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_177,data/New_Data/csv_6x8_Case4/force_disp_Test_177.csv
Case4,6x8_178,27.0,63.0,8186.938122022841,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_178,data/New_Data/csv_6x8_Case4/force_disp_Test_178.csv
Case4,6x8_179,73.0,-44.0,8956.674580669807,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_179,data/New_Data/csv_6x8_Case4/force_disp_Test_179.csv
Case4,6x8_180,-14.0,88.0,6540.939492371669,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_180,data/New_Data/csv_6x8_Case4/force_disp_Test_180.csv
Case4,6x8_181,88.0,45.0,8447.547484966599,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_181,data/New_Data/csv_6x8_Case4/force_disp_Test_181.csv
Case4,6x8_182,-14.0,42.0,7184.729909020651,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_182,data/New_Data/csv_6x8_Case4/force_disp_Test_182.csv
Case4,6x8_183,37.0,63.0,9004.373983872552,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_183,data/New_Data/csv_6x8_Case4/force_disp_Test_183.csv
Case4,6x8_184,83.0,43.0,8465.3020747716,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_184,data/New_Data/csv_6x8_Case4/force_disp_Test_184.csv
Case4,6x8_185,-18.0,49.0,7665.455632397459,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_185,data/New_Data/csv_6x8_Case4/force_disp_Test_185.csv
Case4,6x8_186,-54.0,1.0,6943.000399302032,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_186,data/New_Data/csv_6x8_Case4/force_disp_Test_186.csv
Case4,6x8_187,-47.0,-37.0,9521.431627939932,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_187,data/New_Data/csv_6x8_Case4/force_disp_Test_187.csv
Case4,6x8_188,-40.0,56.0,9673.450888141793,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_188,data/New_Data/csv_6x8_Case4/force_disp_Test_188.csv
Case4,6x8_189,34.0,0.0,6082.068388142859,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_189,data/New_Data/csv_6x8_Case4/force_disp_Test_189.csv
Case4,6x8_190,-80.0,40.0,8425.356405442357,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_190,data/New_Data/csv_6x8_Case4/force_disp_Test_190.csv
Case4,6x8_191,-75.0,6.0,6429.327393041925,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_191,data/New_Data/csv_6x8_Case4/force_disp_Test_191.csv
Case4,6x8_192,89.0,-86.0,3263.3188186067814,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_192,data/New_Data/csv_6x8_Case4/force_disp_Test_192.csv
Case4,6x8_193,48.0,41.0,10046.174480990912,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_193,data/New_Data/csv_6x8_Case4/force_disp_Test_193.csv
Case4,6x8_194,-11.0,-16.0,5237.654919306807,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_194,data/New_Data/csv_6x8_Case4/force_disp_Test_194.csv
Case4,6x8_195,12.0,71.0,6946.349910892112,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_195,data/New_Data/csv_6x8_Case4/force_disp_Test_195.csv
Case4,6x8_196,-32.0,84.0,7821.786440860429,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_196,data/New_Data/csv_6x8_Case4/force_disp_Test_196.csv
Case4,6x8_197,-80.0,-38.0,8317.76013648186,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_197,data/New_Data/csv_6x8_Case4/force_disp_Test_197.csv
Case4,6x8_198,-82.0,-53.0,7928.287032672046,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_198,data/New_Data/csv_6x8_Case4/force_disp_Test_198.csv
Case4,6x8_199,-45.0,82.0,8574.72791292092,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_199,data/New_Data/csv_6x8_Case4/force_disp_Test_199.csv
Case4,6x8_200,88.0,-42.0,8316.444040223607,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_200,data/New_Data/csv_6x8_Case4/force_disp_Test_200.csv
Case4,6x8_201,-73.0,-27.0,7831.371908690561,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_201,data/New_Data/csv_6x8_Case4/force_disp_Test_201.csv
Case4,6x8_202,-24.0,-76.0,7462.219246770399,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_202,data/New_Data/csv_6x8_Case4/force_disp_Test_202.csv
Case4,6x8_203,33.0,58.0,8859.81603558297,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_203,data/New_Data/csv_6x8_Case4/force_disp_Test_203.csv
Case4,6x8_204,27.0,-22.0,7044.645326569065,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_204,data/New_Data/csv_6x8_Case4/force_disp_Test_204.csv
Case4,6x8_205,-58.0,-50.0,10405.310858162955,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_205,data/New_Data/csv_6x8_Case4/force_disp_Test_205.csv
Case4,6x8_206,4.0,90.0,6074.071427162674,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_206,data/New_Data/csv_6x8_Case4/force_disp_Test_206.csv
Case4,6x8_207,19.0,-83.0,6877.81567878057,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_207,data/New_Data/csv_6x8_Case4/force_disp_Test_207.csv
Case4,6x8_208,-87.0,47.0,8521.277528450852,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_208,data/New_Data/csv_6x8_Case4/force_disp_Test_208.csv
