case,Test_ID,theta1,theta2,Pt,type,panel_a_in,panel_b_in,source_dataset,source_test_id,csv_path,type_label_source,type_label_confidence,type_label_review_priority
Case4,6x8_135,39.0,-76.0,8532.372438883216,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_135,data/New_Data/csv_6x8_Case4/force_disp_Test_135.csv,curve_classifier_pseudo_label,0.6266666666666667,high
Case4,6x8_136,8.0,-68.0,6876.527845280246,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_136,data/New_Data/csv_6x8_Case4/force_disp_Test_136.csv,curve_classifier_pseudo_label,0.75,medium
Case4,6x8_137,68.0,53.0,9689.06781898347,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_137,data/New_Data/csv_6x8_Case4/force_disp_Test_137.csv,curve_classifier_pseudo_label,0.8616666666666667,low
Case4,6x8_138,-28.0,-75.0,7787.798763569689,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_138,data/New_Data/csv_6x8_Case4/force_disp_Test_138.csv,curve_classifier_pseudo_label,0.7433333333333333,medium
Case4,6x8_139,-52.0,-36.0,9305.793114337961,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_139,data/New_Data/csv_6x8_Case4/force_disp_Test_139.csv,curve_classifier_pseudo_label,0.6133333333333333,high
Case4,6x8_140,1.0,-3.0,11665.921143637339,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_140,data/New_Data/csv_6x8_Case4/force_disp_Test_140.csv,curve_classifier_pseudo_label,0.9016666666666666,low
Case4,6x8_141,79.0,49.0,8774.357101799495,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_141,data/New_Data/csv_6x8_Case4/force_disp_Test_141.csv,curve_classifier_pseudo_label,0.5716666666666667,high
Case4,6x8_142,56.0,10.0,7098.562548082026,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_142,data/New_Data/csv_6x8_Case4/force_disp_Test_142.csv,curve_classifier_pseudo_label,0.655,high
Case4,6x8_143,39.0,-35.0,9348.751601905826,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_143,data/New_Data/csv_6x8_Case4/force_disp_Test_143.csv,curve_classifier_pseudo_label,0.5366666666666666,high
Case4,6x8_144,-86.0,-39.0,8188.0332908818,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_144,data/New_Data/csv_6x8_Case4/force_disp_Test_144.csv,curve_classifier_pseudo_label,0.6383333333333333,high
Case4,6x8_145,29.0,32.0,8133.6579178682105,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_145,data/New_Data/csv_6x8_Case4/force_disp_Test_145.csv,curve_classifier_pseudo_label,0.5083333333333333,high
Case4,6x8_146,-41.0,-28.0,8355.232193454245,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_146,data/New_Data/csv_6x8_Case4/force_disp_Test_146.csv,curve_classifier_pseudo_label,0.615,high
Case4,6x8_147,47.0,23.0,7994.233175780046,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_147,data/New_Data/csv_6x8_Case4/force_disp_Test_147.csv,curve_classifier_pseudo_label,0.675,high
Case4,6x8_148,46.0,-62.0,9783.622353743329,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_148,data/New_Data/csv_6x8_Case4/force_disp_Test_148.csv,curve_classifier_pseudo_label,0.5133333333333333,high
Case4,6x8_149,24.0,-59.0,8161.766026699633,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_149,data/New_Data/csv_6x8_Case4/force_disp_Test_149.csv,curve_classifier_pseudo_label,0.7583333333333333,medium
Case4,6x8_150,15.0,-47.0,7448.043010883276,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_150,data/New_Data/csv_6x8_Case4/force_disp_Test_150.csv,curve_classifier_pseudo_label,0.6533333333333333,high
Case4,6x8_151,-66.0,-82.0,5337.450907776226,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_151,data/New_Data/csv_6x8_Case4/force_disp_Test_151.csv,curve_classifier_pseudo_label,0.67,high
Case4,6x8_152,-23.0,-66.0,7805.297601571619,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_152,data/New_Data/csv_6x8_Case4/force_disp_Test_152.csv,curve_classifier_pseudo_label,0.745,medium
Case4,6x8_153,50.0,-62.0,10093.466280529354,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_153,data/New_Data/csv_6x8_Case4/force_disp_Test_153.csv,curve_classifier_pseudo_label,0.8966666666666666,low
Case4,6x8_154,-65.0,-65.0,7049.5342982797365,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_154,data/New_Data/csv_6x8_Case4/force_disp_Test_154.csv,curve_classifier_pseudo_label,0.8266666666666667,medium
Case4,6x8_155,11.0,-32.0,6458.419722424503,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_155,data/New_Data/csv_6x8_Case4/force_disp_Test_155.csv,curve_classifier_pseudo_label,0.6966666666666667,high
Case4,6x8_156,70.0,-86.0,4611.594982181081,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_156,data/New_Data/csv_6x8_Case4/force_disp_Test_156.csv,curve_classifier_pseudo_label,0.7233333333333334,medium
Case4,6x8_157,78.0,-26.0,7610.389501731962,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_157,data/New_Data/csv_6x8_Case4/force_disp_Test_157.csv,curve_classifier_pseudo_label,0.7433333333333333,medium
Case4,6x8_158,17.0,-43.0,7455.810587404853,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_158,data/New_Data/csv_6x8_Case4/force_disp_Test_158.csv,curve_classifier_pseudo_label,0.6033333333333334,high
Case4,6x8_159,-9.0,-4.0,4267.542858404089,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_159,data/New_Data/csv_6x8_Case4/force_disp_Test_159.csv,curve_classifier_pseudo_label,0.8616666666666667,low
Case4,6x8_160,47.0,-13.0,7323.433927324804,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_160,data/New_Data/csv_6x8_Case4/force_disp_Test_160.csv,curve_classifier_pseudo_label,0.59,high
Case4,6x8_161,-43.0,-45.0,10437.139162342337,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_161,data/New_Data/csv_6x8_Case4/force_disp_Test_161.csv,curve_classifier_pseudo_label,0.5683333333333334,high
Case4,6x8_162,-71.0,-11.0,6772.271893460154,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_162,data/New_Data/csv_6x8_Case4/force_disp_Test_162.csv,curve_classifier_pseudo_label,0.6983333333333334,high
Case4,6x8_163,-84.0,28.0,7571.172369407428,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_163,data/New_Data/csv_6x8_Case4/force_disp_Test_163.csv,curve_classifier_pseudo_label,0.7733333333333333,medium
Case4,6x8_164,-16.0,-5.0,5038.163977626102,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_164,data/New_Data/csv_6x8_Case4/force_disp_Test_164.csv,curve_classifier_pseudo_label,0.7466666666666667,medium
Case4,6x8_165,-5.0,10.0,4616.582490604712,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_165,data/New_Data/csv_6x8_Case4/force_disp_Test_165.csv,curve_classifier_pseudo_label,0.87,low
Case4,6x8_166,-61.0,-3.0,6840.473835881717,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_166,data/New_Data/csv_6x8_Case4/force_disp_Test_166.csv,curve_classifier_pseudo_label,0.6733333333333333,high
Case4,6x8_167,-4.0,-6.0,4488.450351485556,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_167,data/New_Data/csv_6x8_Case4/force_disp_Test_167.csv,curve_classifier_pseudo_label,0.8666666666666667,low
Case4,6x8_168,-5.0,-1.0,11591.474641550583,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_168,data/New_Data/csv_6x8_Case4/force_disp_Test_168.csv,curve_classifier_pseudo_label,0.895,low
Case4,6x8_169,58.0,-70.0,7739.8607075403825,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_169,data/New_Data/csv_6x8_Case4/force_disp_Test_169.csv,curve_classifier_pseudo_label,0.825,medium
Case4,6x8_170,-35.0,-50.0,9210.473663926265,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_170,data/New_Data/csv_6x8_Case4/force_disp_Test_170.csv,curve_classifier_pseudo_label,0.5816666666666667,high
Case4,6x8_171,-6.0,-18.0,5081.54076738477,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_171,data/New_Data/csv_6x8_Case4/force_disp_Test_171.csv,curve_classifier_pseudo_label,0.8566666666666667,low
Case4,6x8_172,-68.0,5.0,6756.282934545184,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_172,data/New_Data/csv_6x8_Case4/force_disp_Test_172.csv,curve_classifier_pseudo_label,0.705,medium
Case4,6x8_173,82.0,-55.0,7446.86356777576,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_173,data/New_Data/csv_6x8_Case4/force_disp_Test_173.csv,curve_classifier_pseudo_label,0.7516666666666667,medium
Case4,6x8_174,-76.0,51.0,9017.341679504323,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_174,data/New_Data/csv_6x8_Case4/force_disp_Test_174.csv,curve_classifier_pseudo_label,0.5133333333333333,high
Case4,6x8_175,-73.0,85.0,4298.531024147931,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_175,data/New_Data/csv_6x8_Case4/force_disp_Test_175.csv,curve_classifier_pseudo_label,0.6433333333333333,high
Case4,6x8_176,-36.0,30.0,8548.73040465072,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_176,data/New_Data/csv_6x8_Case4/force_disp_Test_176.csv,curve_classifier_pseudo_label,0.6133333333333333,high
Case4,6x8_177,25.0,-81.0,7427.862084587249,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_177,data/New_Data/csv_6x8_Case4/force_disp_Test_177.csv,curve_classifier_pseudo_label,0.7983333333333333,medium
Case4,6x8_178,27.0,63.0,8186.938122022841,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_178,data/New_Data/csv_6x8_Case4/force_disp_Test_178.csv,curve_classifier_pseudo_label,0.7566666666666667,medium
Case4,6x8_179,73.0,-44.0,8956.674580669807,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_179,data/New_Data/csv_6x8_Case4/force_disp_Test_179.csv,curve_classifier_pseudo_label,0.5366666666666666,high
Case4,6x8_180,-14.0,88.0,6540.939492371669,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_180,data/New_Data/csv_6x8_Case4/force_disp_Test_180.csv,curve_classifier_pseudo_label,0.8483333333333334,medium
Case4,6x8_181,88.0,45.0,8447.547484966599,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_181,data/New_Data/csv_6x8_Case4/force_disp_Test_181.csv,curve_classifier_pseudo_label,0.595,high
Case4,6x8_182,-14.0,42.0,7184.729909020651,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_182,data/New_Data/csv_6x8_Case4/force_disp_Test_182.csv,curve_classifier_pseudo_label,0.5966666666666667,high
Case4,6x8_183,37.0,63.0,9004.373983872552,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_183,data/New_Data/csv_6x8_Case4/force_disp_Test_183.csv,curve_classifier_pseudo_label,0.62,high
Case4,6x8_184,83.0,43.0,8465.3020747716,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_184,data/New_Data/csv_6x8_Case4/force_disp_Test_184.csv,curve_classifier_pseudo_label,0.5916666666666667,high
Case4,6x8_185,-18.0,49.0,7665.455632397459,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_185,data/New_Data/csv_6x8_Case4/force_disp_Test_185.csv,curve_classifier_pseudo_label,0.7666666666666667,medium
Case4,6x8_186,-54.0,1.0,6943.000399302032,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_186,data/New_Data/csv_6x8_Case4/force_disp_Test_186.csv,curve_classifier_pseudo_label,0.6333333333333333,high
Case4,6x8_187,-47.0,-37.0,9521.431627939932,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_187,data/New_Data/csv_6x8_Case4/force_disp_Test_187.csv,curve_classifier_pseudo_label,0.5666666666666667,high
Case4,6x8_188,-40.0,56.0,9673.450888141793,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_188,data/New_Data/csv_6x8_Case4/force_disp_Test_188.csv,curve_classifier_pseudo_label,0.58,high
Case4,6x8_189,34.0,0.0,6082.068388142859,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_189,data/New_Data/csv_6x8_Case4/force_disp_Test_189.csv,curve_classifier_pseudo_label,0.7683333333333333,medium
Case4,6x8_190,-80.0,40.0,8425.356405442357,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_190,data/New_Data/csv_6x8_Case4/force_disp_Test_190.csv,curve_classifier_pseudo_label,0.665,high
Case4,6x8_191,-75.0,6.0,6429.327393041925,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_191,data/New_Data/csv_6x8_Case4/force_disp_Test_191.csv,curve_classifier_pseudo_label,0.68,high
Case4,6x8_192,89.0,-86.0,3263.3188186067814,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_192,data/New_Data/csv_6x8_Case4/force_disp_Test_192.csv,curve_classifier_pseudo_label,0.6,high
Case4,6x8_193,48.0,41.0,10046.174480990912,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_193,data/New_Data/csv_6x8_Case4/force_disp_Test_193.csv,curve_classifier_pseudo_label,0.51,high
Case4,6x8_194,-11.0,-16.0,5237.654919306807,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_194,data/New_Data/csv_6x8_Case4/force_disp_Test_194.csv,curve_classifier_pseudo_label,0.8533333333333334,low
Case4,6x8_195,12.0,71.0,6946.349910892112,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_195,data/New_Data/csv_6x8_Case4/force_disp_Test_195.csv,curve_classifier_pseudo_label,0.8216666666666667,medium
Case4,6x8_196,-32.0,84.0,7821.786440860429,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_196,data/New_Data/csv_6x8_Case4/force_disp_Test_196.csv,curve_classifier_pseudo_label,0.7883333333333333,medium
Case4,6x8_197,-80.0,-38.0,8317.76013648186,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_197,data/New_Data/csv_6x8_Case4/force_disp_Test_197.csv,curve_classifier_pseudo_label,0.655,high
Case4,6x8_198,-82.0,-53.0,7928.287032672046,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_198,data/New_Data/csv_6x8_Case4/force_disp_Test_198.csv,curve_classifier_pseudo_label,0.6483333333333333,high
Case4,6x8_199,-45.0,82.0,8574.72791292092,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_199,data/New_Data/csv_6x8_Case4/force_disp_Test_199.csv,curve_classifier_pseudo_label,0.5516666666666666,high
Case4,6x8_200,88.0,-42.0,8316.444040223607,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_200,data/New_Data/csv_6x8_Case4/force_disp_Test_200.csv,curve_classifier_pseudo_label,0.515,high
Case4,6x8_201,-73.0,-27.0,7831.371908690561,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_201,data/New_Data/csv_6x8_Case4/force_disp_Test_201.csv,curve_classifier_pseudo_label,0.7333333333333333,medium
Case4,6x8_202,-24.0,-76.0,7462.219246770399,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_202,data/New_Data/csv_6x8_Case4/force_disp_Test_202.csv,curve_classifier_pseudo_label,0.765,medium
Case4,6x8_203,33.0,58.0,8859.81603558297,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_203,data/New_Data/csv_6x8_Case4/force_disp_Test_203.csv,curve_classifier_pseudo_label,0.6766666666666666,high
Case4,6x8_204,27.0,-22.0,7044.645326569065,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_204,data/New_Data/csv_6x8_Case4/force_disp_Test_204.csv,curve_classifier_pseudo_label,0.67,high
Case4,6x8_205,-58.0,-50.0,10405.310858162955,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_205,data/New_Data/csv_6x8_Case4/force_disp_Test_205.csv,curve_classifier_pseudo_label,0.9766666666666667,low
Case4,6x8_206,4.0,90.0,6074.071427162674,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_206,data/New_Data/csv_6x8_Case4/force_disp_Test_206.csv,curve_classifier_pseudo_label,0.7,medium
Case4,6x8_207,19.0,-83.0,6877.81567878057,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_207,data/New_Data/csv_6x8_Case4/force_disp_Test_207.csv,curve_classifier_pseudo_label,0.78,medium
Case4,6x8_208,-87.0,47.0,8521.277528450852,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_208,data/New_Data/csv_6x8_Case4/force_disp_Test_208.csv,curve_classifier_pseudo_label,0.5516666666666666,high
Case4,6x8_209,58.0,-69.0,7790.152050882739,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_209,data/New_Data/csv_6x8_Case4/force_disp_Test_209.csv,curve_classifier_pseudo_label,0.8583333333333333,low
Case4,6x8_210,-10.0,23.0,5820.59639528756,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_210,data/New_Data/csv_6x8_Case4/force_disp_Test_210.csv,curve_classifier_pseudo_label,0.6983333333333334,high
Case4,6x8_211,55.0,-59.0,8977.951214951056,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_211,data/New_Data/csv_6x8_Case4/force_disp_Test_211.csv,curve_classifier_pseudo_label,0.9916666666666667,low
Case4,6x8_212,-63.0,54.0,9102.073316116324,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_212,data/New_Data/csv_6x8_Case4/force_disp_Test_212.csv,curve_classifier_pseudo_label,0.9833333333333333,low
Case4,6x8_213,67.0,-42.0,9206.236256584609,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_213,data/New_Data/csv_6x8_Case4/force_disp_Test_213.csv,curve_classifier_pseudo_label,0.5666666666666667,high
Case4,6x8_214,63.0,-14.0,7279.9161091390515,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_214,data/New_Data/csv_6x8_Case4/force_disp_Test_214.csv,curve_classifier_pseudo_label,0.7,medium
Case4,6x8_215,9.0,13.0,4849.314193866626,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_215,data/New_Data/csv_6x8_Case4/force_disp_Test_215.csv,curve_classifier_pseudo_label,0.8683333333333333,low
Case4,6x8_216,-10.0,59.0,7242.66427212453,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_216,data/New_Data/csv_6x8_Case4/force_disp_Test_216.csv,curve_classifier_pseudo_label,0.8,medium
Case4,6x8_217,21.0,56.0,7853.240550876927,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_217,data/New_Data/csv_6x8_Case4/force_disp_Test_217.csv,curve_classifier_pseudo_label,0.7566666666666667,medium
Case4,6x8_218,5.0,-15.0,4867.449820563283,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_218,data/New_Data/csv_6x8_Case4/force_disp_Test_218.csv,curve_classifier_pseudo_label,0.8683333333333333,low
Case4,6x8_219,-7.0,65.0,6932.388083725194,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_219,data/New_Data/csv_6x8_Case4/force_disp_Test_219.csv,curve_classifier_pseudo_label,0.815,medium
Case4,6x8_220,14.0,-23.0,5967.011292460819,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_220,data/New_Data/csv_6x8_Case4/force_disp_Test_220.csv,curve_classifier_pseudo_label,0.7983333333333333,medium
Case4,6x8_221,74.0,-56.0,8068.908987704633,1,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_221,data/New_Data/csv_6x8_Case4/force_disp_Test_221.csv,curve_classifier_pseudo_label,0.9683333333333334,low
Case4,6x8_222,7.0,-80.0,6386.412938996282,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_222,data/New_Data/csv_6x8_Case4/force_disp_Test_222.csv,curve_classifier_pseudo_label,0.685,high
Case4,6x8_223,-78.0,-48.0,8770.61738588107,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_223,data/New_Data/csv_6x8_Case4/force_disp_Test_223.csv,curve_classifier_pseudo_label,0.555,high
Case4,6x8_224,-4.0,-43.0,6756.134135417976,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_224,data/New_Data/csv_6x8_Case4/force_disp_Test_224.csv,curve_classifier_pseudo_label,0.515,high
Case4,6x8_225,2.0,-73.0,6553.797028649301,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_225,data/New_Data/csv_6x8_Case4/force_disp_Test_225.csv,curve_classifier_pseudo_label,0.69,high
Case4,6x8_226,-42.0,80.0,8504.552723978,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_226,data/New_Data/csv_6x8_Case4/force_disp_Test_226.csv,curve_classifier_pseudo_label,0.6,high
Case4,6x8_227,-42.0,-6.0,6687.500769842818,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_227,data/New_Data/csv_6x8_Case4/force_disp_Test_227.csv,curve_classifier_pseudo_label,0.5333333333333333,high
Case4,6x8_228,60.0,-31.0,8734.503444664257,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_228,data/New_Data/csv_6x8_Case4/force_disp_Test_228.csv,curve_classifier_pseudo_label,0.725,medium
Case4,6x8_229,42.0,86.0,8332.300372542817,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_229,data/New_Data/csv_6x8_Case4/force_disp_Test_229.csv,curve_classifier_pseudo_label,0.5983333333333334,high
Case4,6x8_230,-44.0,-30.0,8628.477266734028,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_230,data/New_Data/csv_6x8_Case4/force_disp_Test_230.csv,curve_classifier_pseudo_label,0.6483333333333333,high
Case4,6x8_231,-69.0,24.0,7851.701228449493,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_231,data/New_Data/csv_6x8_Case4/force_disp_Test_231.csv,curve_classifier_pseudo_label,0.7816666666666666,medium
Case4,6x8_232,-8.0,-27.0,5854.452901889895,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_232,data/New_Data/csv_6x8_Case4/force_disp_Test_232.csv,curve_classifier_pseudo_label,0.805,medium
Case4,6x8_233,61.0,-20.0,7754.9070704342,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_233,data/New_Data/csv_6x8_Case4/force_disp_Test_233.csv,curve_classifier_pseudo_label,0.7183333333333334,medium
Case4,6x8_234,-49.0,-40.0,9870.65127412545,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_234,data/New_Data/csv_6x8_Case4/force_disp_Test_234.csv,curve_classifier_pseudo_label,0.5366666666666666,high
Case4,6x8_235,-62.0,7.0,6933.2492408652315,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_235,data/New_Data/csv_6x8_Case4/force_disp_Test_235.csv,curve_classifier_pseudo_label,0.6983333333333334,high
Case4,6x8_236,16.0,-57.0,7618.114801552607,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_236,data/New_Data/csv_6x8_Case4/force_disp_Test_236.csv,curve_classifier_pseudo_label,0.7416666666666667,medium
Case4,6x8_237,-32.0,66.0,8551.364840916036,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_237,data/New_Data/csv_6x8_Case4/force_disp_Test_237.csv,curve_classifier_pseudo_label,0.7583333333333333,medium
Case4,6x8_238,64.0,-22.0,7883.04153052559,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_238,data/New_Data/csv_6x8_Case4/force_disp_Test_238.csv,curve_classifier_pseudo_label,0.7466666666666667,medium
Case4,6x8_239,30.0,17.0,6745.651579757251,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_239,data/New_Data/csv_6x8_Case4/force_disp_Test_239.csv,curve_classifier_pseudo_label,0.7116666666666667,medium
Case4,6x8_240,53.0,26.0,8282.711023932668,2,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_240,data/New_Data/csv_6x8_Case4/force_disp_Test_240.csv,curve_classifier_pseudo_label,0.68,high
Case4,6x8_241,13.0,6.0,4712.504330772433,3,6.0,8.0,6x8_new_data_curve_classifier_v1,Test_241,data/New_Data/csv_6x8_Case4/force_disp_Test_241.csv,curve_classifier_pseudo_label,0.8733333333333333,low
